InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice,Month,Year,HighValueCustomer
580155,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,02/12/2011 10:30,7.95,13183,United Kingdom,31.8,12,2011,No
576617,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,2,15/11/2011 16:57,0.83,Unknown,United Kingdom,1.66,11,2011,No
562377,23285,PINK VINTAGE SPOT BEAKER,2,04/08/2011 15:04,0.85,14535,United Kingdom,1.7,8,2011,No
552023,40016,CHINESE DRAGON PAPER LANTERNS,24,05/05/2011 17:59,0.42,17624,United Kingdom,10.08,5,2011,No
565841,22906,12 MESSAGE CARDS WITH ENVELOPES,3,07/09/2011 12:04,3.29,Unknown,United Kingdom,9.87,9,2011,No
560251,21034,REX CASH+CARRY JUMBO SHOPPER,2,17/07/2011 12:32,0.95,17774,United Kingdom,1.9,7,2011,No
549524,15036,ASSORTED COLOURS SILK FAN,1,08/04/2011 15:41,1.63,Unknown,United Kingdom,1.63,4,2011,No
559557,22636,CHILDS BREAKFAST SET CIRCUS PARADE,2,11/07/2011 10:33,8.5,17444,Canada,17,7,2011,No
573873,23526,WALL ART DOG LICENCE ,1,01/11/2011 12:39,5.95,17346,United Kingdom,5.95,11,2011,No
537666,21429,RED GINGHAM ROSE JEWELLERY BOX,1,07/12/2010 18:36,3.36,Unknown,United Kingdom,3.36,12,2010,No
559038,22382,LUNCH BAG SPACEBOY DESIGN ,6,05/07/2011 15:31,4.96,Unknown,United Kingdom,29.76,7,2011,No
539587,22041,"RECORD FRAME 7"" SINGLE SIZE ",24,20/12/2010 13:10,2.1,14298,United Kingdom,50.4,12,2010,No
578532,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,24/11/2011 14:40,2.55,18130,United Kingdom,15.3,11,2011,No
566440,23410,CURIO CABINET LINEN AND LACE ,2,12/09/2011 15:19,8.15,15755,United Kingdom,16.3,9,2011,No
574700,23500,KEY RING BASEBALL BOOT ASSORTED ,20,06/11/2011 13:53,1.25,16033,United Kingdom,25,11,2011,No
540866,21244,BLUE POLKADOT PLATE ,96,12/01/2011 11:21,1.45,17324,United Kingdom,139.2,1,2011,No
556185,23306,SET OF 36 DOILIES PANTRY DESIGN,12,09/06/2011 11:40,1.45,16592,United Kingdom,17.4,6,2011,No
539247,22788,BROCANTE COAT RACK,2,16/12/2010 13:33,9.95,15311,United Kingdom,19.9,12,2010,No
561651,21993,FLORAL FOLK STATIONERY SET,2,28/07/2011 15:36,2.46,Unknown,United Kingdom,4.92,7,2011,No
537847,22969,HOMEMADE JAM SCENTED CANDLES,24,08/12/2010 15:33,1.45,14766,United Kingdom,34.8,12,2010,No
558714,51014C,"FEATHER PEN,COAL BLACK",12,01/07/2011 13:17,0.39,17888,United Kingdom,4.68,7,2011,No
562955,20655,QUEEN OF SKIES LUGGAGE TAG,7,11/08/2011 10:14,2.46,Unknown,United Kingdom,17.22,8,2011,No
555278,DOT,DOTCOM POSTAGE,1,01/06/2011 17:33,97.96,Unknown,United Kingdom,97.96,6,2011,No
570598,22197,POPCORN HOLDER,12,11/10/2011 11:55,0.85,14175,United Kingdom,10.2,10,2011,No
543593,47566B,TEA TIME PARTY BUNTING,30,10/02/2011 12:13,4.95,14465,United Kingdom,148.5,2,2011,No
576667,22083,PAPER CHAIN KIT RETROSPOT,18,16/11/2011 11:48,2.95,12963,United Kingdom,53.1,11,2011,No
567818,23321,SMALL WHITE HEART OF WICKER,8,22/09/2011 12:41,1.65,14395,United Kingdom,13.2,9,2011,No
557124,23106,ZINC HEARTS PLANT POT HOLDER,8,16/06/2011 18:19,2.89,16359,United Kingdom,23.12,6,2011,No
541975,22202,MILK PAN PINK POLKADOT,4,24/01/2011 14:24,3.75,Unknown,Hong Kong,15,1,2011,No
563477,23292,SPACEBOY CHILDRENS CUP,1,16/08/2011 15:39,1.25,17097,Spain,1.25,8,2011,No
567183,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,4,18/09/2011 15:33,0.85,14769,United Kingdom,3.4,9,2011,No
538113,22568,FELTCRAFT CUSHION OWL,4,09/12/2010 15:29,3.75,15811,United Kingdom,15,12,2010,No
553741,22090,PAPER BUNTING RETROSPOT,6,19/05/2011 09:37,2.95,12520,Germany,17.7,5,2011,No
541430,84987,SET OF 36 TEATIME PAPER DOILIES,24,18/01/2011 09:50,1.45,12356,Portugal,34.8,1,2011,No
544837,22309,TEA COSY RED  STRIPE,1,24/02/2011 10:29,2.55,15910,United Kingdom,2.55,2,2011,No
559127,85099B,JUMBO BAG RED RETROSPOT,70,06/07/2011 12:33,2.08,15971,United Kingdom,145.6,7,2011,No
555924,20979,36 PENCILS TUBE RED RETROSPOT,1,07/06/2011 17:12,2.46,Unknown,United Kingdom,2.46,6,2011,No
564158,22383,LUNCH BAG SUKI DESIGN ,20,23/08/2011 12:37,1.65,16712,United Kingdom,33,8,2011,No
553013,21790,VINTAGE SNAP CARDS,1,12/05/2011 18:19,1.63,Unknown,United Kingdom,1.63,5,2011,No
579155,72800C,4 PINK DINNER CANDLE SILVER FLOCK,1,28/11/2011 13:37,2.55,18101,United Kingdom,2.55,11,2011,No
557274,23207,LUNCH BAG ALPHABET DESIGN,10,19/06/2011 11:44,1.65,14004,United Kingdom,16.5,6,2011,No
570189,20724,RED RETROSPOT CHARLOTTE BAG,10,07/10/2011 15:15,0.85,12492,Germany,8.5,10,2011,No
581193,22391,PAPERWEIGHT HOME SWEET HOME,2,07/12/2011 17:05,0.39,17097,Spain,0.78,12,2011,No
563909,20725,LUNCH BAG RED RETROSPOT,2,21/08/2011 12:36,1.65,15701,United Kingdom,3.3,8,2011,No
574356,23204,CHARLOTTE BAG APPLES DESIGN,12,04/11/2011 10:48,2.46,Unknown,United Kingdom,29.52,11,2011,No
573576,21705,BAG 500g SWIRLY MARBLES,3,31/10/2011 14:09,3.29,14096,United Kingdom,9.87,10,2011,No
537312,22192,BLUE DINER WALL CLOCK,2,06/12/2010 11:42,8.5,14189,United Kingdom,17,12,2010,No
573876,21452,TOADSTOOL MONEY BOX,2,01/11/2011 12:48,2.95,16360,United Kingdom,5.9,11,2011,No
546884,21329,DINOSAURS  WRITING SET ,1,17/03/2011 18:08,3.29,Unknown,United Kingdom,3.29,3,2011,No
558774,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,04/07/2011 10:17,4.13,Unknown,United Kingdom,4.13,7,2011,No
562790,22710,WRAP I LOVE LONDON ,25,09/08/2011 13:51,0.42,14646,Netherlands,10.5,8,2011,No
553890,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,19/05/2011 16:32,3.29,Unknown,United Kingdom,3.29,5,2011,No
580519,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10,04/12/2011 14:51,6.63,Unknown,United Kingdom,66.3,12,2011,No
550288,21121,SET/10 RED POLKADOT PARTY CANDLES,2,15/04/2011 14:21,1.25,17367,United Kingdom,2.5,4,2011,No
577078,22156,HEART DECORATION WITH PEARLS ,1,17/11/2011 15:17,1.63,Unknown,United Kingdom,1.63,11,2011,No
578088,23454,THREE MINI HANGING FRAMES,1,22/11/2011 16:47,4.15,16376,United Kingdom,4.15,11,2011,No
551845,21161,KEEP OUT BOYS DOOR HANGER ,1,04/05/2011 14:03,1.45,17961,United Kingdom,1.45,5,2011,No
580610,23284,DOORMAT KEEP CALM AND COME IN,3,05/12/2011 11:48,15.79,Unknown,United Kingdom,47.37,12,2011,No
579196,47504H,ENGLISH ROSE SPIRIT LEVEL ,2,28/11/2011 15:54,3.29,14096,United Kingdom,6.58,11,2011,No
565056,22423,REGENCY CAKESTAND 3 TIER,1,31/08/2011 17:12,12.75,16278,United Kingdom,12.75,8,2011,No
547273,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,2,22/03/2011 11:05,4.25,14530,United Kingdom,8.5,3,2011,No
559488,22457,NATURAL SLATE HEART CHALKBOARD ,1,08/07/2011 13:52,5.79,Unknown,United Kingdom,5.79,7,2011,No
557222,22962,JAM JAR WITH PINK LID,12,17/06/2011 13:14,0.85,14936,Channel Islands,10.2,6,2011,No
549951,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,13/04/2011 12:57,4.95,13134,United Kingdom,14.85,4,2011,No
556495,21033,JUMBO BAG CHARLIE AND LOLA TOYS,2,12/06/2011 15:14,2.08,18069,United Kingdom,4.16,6,2011,No
575875,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,3,11/11/2011 13:06,4.13,Unknown,United Kingdom,12.39,11,2011,No
569532,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,04/10/2011 15:19,1.95,13552,United Kingdom,19.5,10,2011,No
549933,23230,WRAP ALPHABET DESIGN,25,13/04/2011 11:04,0.42,15230,United Kingdom,10.5,4,2011,No
564173,23239,SET OF 4 KNICK KNACK TINS POPPIES,6,23/08/2011 14:23,4.15,12567,France,24.9,8,2011,No
559055,20772,GARDEN PATH JOURNAL,1,05/07/2011 17:09,2.46,Unknown,United Kingdom,2.46,7,2011,No
550986,22677,FRENCH BLUE METAL DOOR SIGN 2,2,21/04/2011 18:06,2.46,Unknown,United Kingdom,4.92,4,2011,No
581334,23210,WHITE ROCKING HORSE HAND PAINTED,10,08/12/2011 12:07,1.25,17841,United Kingdom,12.5,12,2011,No
578065,22568,FELTCRAFT CUSHION OWL,6,22/11/2011 15:41,3.75,Unknown,United Kingdom,22.5,11,2011,No
553547,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,17/05/2011 15:48,0.85,12474,Germany,10.2,5,2011,No
570116,21217,RED RETROSPOT ROUND CAKE TINS,1,07/10/2011 12:38,9.95,12856,United Kingdom,9.95,10,2011,No
537065,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,6,05/12/2010 11:57,2.55,12567,France,15.3,12,2010,No
572282,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,23/10/2011 11:39,4.95,17634,United Kingdom,4.95,10,2011,No
568554,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,27/09/2011 15:31,0.55,12455,Spain,13.2,9,2011,No
550541,22637,PIGGY BANK RETROSPOT ,1,19/04/2011 11:33,4.96,Unknown,United Kingdom,4.96,4,2011,No
580128,21843,RED RETROSPOT CAKE STAND,2,01/12/2011 17:56,10.95,17576,United Kingdom,21.9,12,2011,No
570458,23359,SET OF 12 T-LIGHTS VINTAGE DOILY,12,10/10/2011 15:39,1.95,14535,United Kingdom,23.4,10,2011,No
555510,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,1,03/06/2011 17:09,4.96,Unknown,United Kingdom,4.96,6,2011,No
565917,21867,PINK UNION JACK  LUGGAGE TAG,1,07/09/2011 16:15,2.46,Unknown,United Kingdom,2.46,9,2011,No
554160,85024B,EAU DE NILE JEWELLED PHOTOFRAME,2,23/05/2011 11:49,1.65,17841,United Kingdom,3.3,5,2011,No
564835,22446,PIN CUSHION BABUSHKA PINK,2,30/08/2011 12:31,2.46,Unknown,United Kingdom,4.92,8,2011,No
567508,21668,RED STRIPE CERAMIC DRAWER KNOB,12,20/09/2011 14:50,1.25,17724,United Kingdom,15,9,2011,No
565726,23245,SET OF 3 REGENCY CAKE TINS,4,06/09/2011 11:58,4.95,14360,United Kingdom,19.8,9,2011,No
570210,23426,METAL SIGN DROP YOUR PANTS,2,09/10/2011 10:48,2.89,13259,United Kingdom,5.78,10,2011,No
566271,23298,SPOTTY BUNTING,3,11/09/2011 13:44,4.95,14250,United Kingdom,14.85,9,2011,No
567687,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,21/09/2011 16:43,9.95,17888,United Kingdom,9.95,9,2011,No
576075,22197,POPCORN HOLDER,24,13/11/2011 16:16,0.85,15861,United Kingdom,20.4,11,2011,No
568788,22900,SET 2 TEA TOWELS I LOVE LONDON ,1,29/09/2011 09:23,3.25,17894,United Kingdom,3.25,9,2011,No
576365,23309,SET OF 60 I LOVE LONDON CAKE CASES ,181,14/11/2011 17:55,1.5,Unknown,United Kingdom,271.5,11,2011,No
550701,21714,CITRONELLA CANDLE GARDEN POT,12,20/04/2011 10:48,1.25,14905,United Kingdom,15,4,2011,No
565759,22627,MINT KITCHEN SCALES,2,06/09/2011 13:46,8.5,12720,Germany,17,9,2011,No
541980,21733,RED HANGING HEART T-LIGHT HOLDER,6,24/01/2011 15:09,2.95,12421,Spain,17.7,1,2011,No
562879,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,10/08/2011 10:45,1.25,15640,United Kingdom,45,8,2011,No
560712,84732D,CUTE RABBIT CEATURE SCREEN ,2,20/07/2011 13:06,0.39,14456,United Kingdom,0.78,7,2011,No
577485,23167,SMALL CERAMIC TOP STORAGE JAR ,8,20/11/2011 11:56,0.83,16360,United Kingdom,6.64,11,2011,No
564818,22508,DOORSTOP RETROSPOT HEART,1,30/08/2011 12:10,7.46,Unknown,United Kingdom,7.46,8,2011,No
568721,23390,DOLLY GIRL MINI BACKPACK,1,28/09/2011 16:24,8.29,Unknown,United Kingdom,8.29,9,2011,No
562341,23310,BUBBLEGUM RING ASSORTED,36,04/08/2011 12:13,0.42,15005,United Kingdom,15.12,8,2011,No
564820,22300,COFFEE MUG DOG + BALL DESIGN,2,30/08/2011 12:16,4.96,Unknown,United Kingdom,9.92,8,2011,No
569842,23329,DECORATIVE WICKER HEART LARGE,12,06/10/2011 13:28,1.65,13426,United Kingdom,19.8,10,2011,No
541986,22493,PAINT YOUR OWN CANVAS SET,12,24/01/2011 15:59,1.65,17001,United Kingdom,19.8,1,2011,No
536842,20726,LUNCH BAG WOODLAND,10,02/12/2010 18:45,1.65,17552,United Kingdom,16.5,12,2010,No
553526,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,17/05/2011 14:54,1.65,16266,United Kingdom,3.3,5,2011,No
540803,22949,36 DOILIES DOLLY GIRL,3,11/01/2011 12:30,1.45,14669,United Kingdom,4.35,1,2011,No
576060,23300,GARDENERS KNEELING PAD CUP OF TEA ,10,13/11/2011 15:25,1.65,13681,United Kingdom,16.5,11,2011,No
558761,20981,12 PENCILS TALL TUBE WOODLAND,2,03/07/2011 12:52,0.85,15033,United Kingdom,1.7,7,2011,No
540821,21657,MILK BOTTLE WITH GLASS STOPPER ,1,11/01/2011 13:16,14.43,Unknown,United Kingdom,14.43,1,2011,No
538715,21481,FAWN BLUE HOT WATER BOTTLE,6,14/12/2010 11:03,2.95,14907,United Kingdom,17.7,12,2010,No
576771,23681,LUNCH BAG RED VINTAGE DOILY,10,16/11/2011 13:19,1.65,13285,United Kingdom,16.5,11,2011,No
547026,21693,SMALL HAMMERED SILVER CANDLEPOT ,6,18/03/2011 17:07,2.95,14633,United Kingdom,17.7,3,2011,No
565231,22083,PAPER CHAIN KIT RETROSPOT,1,02/09/2011 09:26,5.79,Unknown,United Kingdom,5.79,9,2011,No
549283,22138,BAKING SET 9 PIECE RETROSPOT ,3,07/04/2011 13:32,4.95,13005,United Kingdom,14.85,4,2011,No
555651,23056,FLOWERS CHANDELIER T-LIGHT HOLDER,5,06/06/2011 14:02,6.25,17361,United Kingdom,31.25,6,2011,No
554682,22913,RED COAT RACK PARIS FASHION,1,25/05/2011 16:08,4.95,14085,United Kingdom,4.95,5,2011,No
537047,22632,HAND WARMER RED RETROSPOT,2,05/12/2010 11:02,2.1,13069,United Kingdom,4.2,12,2010,No
562417,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,04/08/2011 16:32,5.79,Unknown,United Kingdom,5.79,8,2011,No
578445,22386,JUMBO BAG PINK POLKADOT,4,24/11/2011 12:25,2.08,15005,United Kingdom,8.32,11,2011,No
572047,21401,BLUE PUDDING SPOON,4,20/10/2011 12:13,0.12,16474,United Kingdom,0.48,10,2011,No
536557,22592,CARDHOLDER HOLLY WREATH METAL,1,01/12/2010 14:41,3.75,17841,United Kingdom,3.75,12,2010,No
551776,21161,KEEP OUT BOYS DOOR HANGER ,3,04/05/2011 11:23,1.45,13268,United Kingdom,4.35,5,2011,No
577078,21429,RED GINGHAM ROSE JEWELLERY BOX,1,17/11/2011 15:17,4.13,Unknown,United Kingdom,4.13,11,2011,No
550471,22889,NUMBER TILE VINTAGE FONT No ,1,18/04/2011 13:52,4.13,Unknown,United Kingdom,4.13,4,2011,No
573405,21817,GLITTER CHRISTMAS TREE,6,30/10/2011 15:55,0.39,13822,United Kingdom,2.34,10,2011,No
563909,85014B,RED RETROSPOT UMBRELLA,2,21/08/2011 12:36,5.95,15701,United Kingdom,11.9,8,2011,No
578515,21287,SCENTED VELVET LOUNGE CANDLE ,12,24/11/2011 13:40,0.38,16885,United Kingdom,4.56,11,2011,No
559506,21558,SKULL LUNCH BOX WITH CUTLERY ,1,08/07/2011 15:17,4.96,Unknown,United Kingdom,4.96,7,2011,No
549304,23177,TREASURE ISLAND BOOK BOX,8,08/04/2011 08:39,2.25,16133,United Kingdom,18,4,2011,No
562878,22383,LUNCH BAG SUKI DESIGN ,1,10/08/2011 10:45,1.65,16241,United Kingdom,1.65,8,2011,No
555275,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,1,01/06/2011 17:18,1.63,Unknown,United Kingdom,1.63,6,2011,No
536592,22918,HERB MARKER PARSLEY,1,01/12/2010 17:06,1.66,Unknown,United Kingdom,1.66,12,2010,No
554822,22669,RED BABY BUNTING ,6,26/05/2011 14:17,2.95,12937,United Kingdom,17.7,5,2011,No
571360,22635,CHILDS BREAKFAST SET DOLLY GIRL ,2,17/10/2011 11:51,9.95,16563,United Kingdom,19.9,10,2011,No
577690,21821,GLITTER STAR GARLAND WITH BELLS ,6,21/11/2011 11:34,3.75,12856,United Kingdom,22.5,11,2011,No
553565,22723,SET OF 6 HERB TINS SKETCHBOOK,4,18/05/2011 09:01,3.95,17505,United Kingdom,15.8,5,2011,No
559912,71053,WHITE METAL LANTERN,4,13/07/2011 15:04,3.75,14221,United Kingdom,15,7,2011,No
578067,21125,SET 6 FOOTBALL CELEBRATION CANDLES,2,22/11/2011 15:43,1.25,Unknown,United Kingdom,2.5,11,2011,No
573123,51014A,"FEATHER PEN,HOT PINK",48,27/10/2011 16:23,0.39,13654,United Kingdom,18.72,10,2011,No
540515,22413,METAL SIGN TAKE IT OR LEAVE IT ,1,09/01/2011 11:54,2.95,15059,United Kingdom,2.95,1,2011,No
568060,84978,HANGING HEART JAR T-LIGHT HOLDER,6,23/09/2011 13:11,1.25,14546,United Kingdom,7.5,9,2011,No
570209,48185,DOORMAT FAIRY CAKE,2,09/10/2011 10:29,8.25,16326,United Kingdom,16.5,10,2011,No
570285,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,10/10/2011 11:32,2.95,16637,United Kingdom,17.7,10,2011,No
544804,22502,PICNIC BASKET WICKER SMALL,4,23/02/2011 14:40,5.95,17504,United Kingdom,23.8,2,2011,No
549901,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,2,12/04/2011 16:17,2.1,17180,United Kingdom,4.2,4,2011,No
567183,23301,GARDENERS KNEELING PAD KEEP CALM ,3,18/09/2011 15:32,1.65,14769,United Kingdom,4.95,9,2011,No
545701,22699,ROSES REGENCY TEACUP AND SAUCER ,4,06/03/2011 15:17,2.95,17107,United Kingdom,11.8,3,2011,No
557938,23201,JUMBO BAG ALPHABET,1,23/06/2011 15:35,4.13,Unknown,United Kingdom,4.13,6,2011,No
541592,47594B,SCOTTIES DESIGN WASHBAG,3,19/01/2011 15:08,1.63,Unknown,United Kingdom,4.89,1,2011,No
572304,23415,HOME SWEET HOME HOOK,12,23/10/2011 15:07,1.65,17131,United Kingdom,19.8,10,2011,No
552702,22507,MEMO BOARD RETROSPOT  DESIGN,1,10/05/2011 16:00,10.79,Unknown,United Kingdom,10.79,5,2011,No
575176,22670,FRENCH WC SIGN BLUE METAL,1,08/11/2011 18:29,2.46,Unknown,United Kingdom,2.46,11,2011,No
576364,22745,POPPY'S PLAYHOUSE BEDROOM ,2,14/11/2011 17:40,2.1,15009,United Kingdom,4.2,11,2011,No
580644,22467,GUMBALL COAT RACK,2,05/12/2011 13:10,2.55,16904,United Kingdom,5.1,12,2011,No
577680,22042,CHRISTMAS CARD SINGING ANGEL,12,21/11/2011 10:51,0.42,17227,United Kingdom,5.04,11,2011,No
579158,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,12,28/11/2011 13:53,0.83,17188,United Kingdom,9.96,11,2011,No
566561,22548,HEADS AND TAILS SPORTING FUN,12,13/09/2011 12:13,1.25,18145,United Kingdom,15,9,2011,No
570210,23159,SET OF 5 PANCAKE DAY MAGNETS,2,09/10/2011 10:48,2.08,13259,United Kingdom,4.16,10,2011,No
539201,22059,CERAMIC STRAWBERRY DESIGN MUG,12,16/12/2010 12:11,1.49,14878,United Kingdom,17.88,12,2010,No
555202,23284,DOORMAT KEEP CALM AND COME IN,1,01/06/2011 12:11,7.95,16813,United Kingdom,7.95,6,2011,No
574536,22630,DOLLY GIRL LUNCH BOX,1,04/11/2011 14:35,1.95,15707,United Kingdom,1.95,11,2011,No
551544,21095,SET/6 POSIES PAPER PLATES,24,03/05/2011 09:33,0.85,12683,France,20.4,5,2011,No
575117,21098,CHRISTMAS TOILET ROLL,1,08/11/2011 14:22,1.25,12748,United Kingdom,1.25,11,2011,No
563428,21504,SKULLS GREETING CARD,12,16/08/2011 11:44,0.42,13159,United Kingdom,5.04,8,2011,No
580997,22112,CHOCOLATE HOT WATER BOTTLE,2,06/12/2011 17:23,4.95,15023,United Kingdom,9.9,12,2011,No
567873,35970,ZINC FOLKART SLEIGH BELLS,12,22/09/2011 14:25,1.69,13055,United Kingdom,20.28,9,2011,No
551718,21628,TRIANGULAR POUFFE VINTAGE ,2,03/05/2011 16:06,29.17,Unknown,United Kingdom,58.34,5,2011,No
558475,21197,MULTICOLOUR  CONFETTI IN TUBE,10,29/06/2011 15:58,0.83,Unknown,United Kingdom,8.3,6,2011,No
544571,22129,PARTY CONES CANDY TREE DECORATION,12,21/02/2011 13:07,0.85,15146,United Kingdom,10.2,2,2011,No
572086,23130,MISTLETOE HEART WREATH GREEN,4,20/10/2011 14:30,4.15,13897,United Kingdom,16.6,10,2011,No
570855,21231,SWEETHEART CERAMIC TRINKET BOX,12,12/10/2011 14:56,1.25,17314,United Kingdom,15,10,2011,No
559800,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,12/07/2011 13:46,4.13,Unknown,United Kingdom,4.13,7,2011,No
538652,21145,ANTIQUE GLASS PLACE SETTING,24,13/12/2010 15:12,1.25,17890,United Kingdom,30,12,2010,No
560504,22200,FRYING PAN PINK POLKADOT,4,19/07/2011 11:47,4.25,13081,United Kingdom,17,7,2011,No
559492,22197,POPCORN HOLDER,2,08/07/2011 13:53,1.63,Unknown,United Kingdom,3.26,7,2011,No
574092,22725,ALARM CLOCK BAKELIKE CHOCOLATE,50,03/11/2011 09:28,3.39,16684,United Kingdom,169.5,11,2011,No
560579,20684,STRAWBERRY DREAM CHILDS UMBRELLA,1,19/07/2011 15:13,3.25,15867,United Kingdom,3.25,7,2011,No
536592,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,01/12/2010 17:06,8.47,Unknown,United Kingdom,8.47,12,2010,No
553044,21086,SET/6 RED SPOTTY PAPER CUPS,12,13/05/2011 09:24,0.65,12682,France,7.8,5,2011,No
539333,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,17/12/2010 09:52,0.85,13627,United Kingdom,10.2,12,2010,No
544892,22193,RED DINER WALL CLOCK,1,24/02/2011 12:00,8.5,14527,United Kingdom,8.5,2,2011,No
565840,18094C,WHITE AND BLUE CERAMIC OIL BURNER,1,07/09/2011 12:02,2.46,Unknown,United Kingdom,2.46,9,2011,No
576641,21818,GLITTER HEART DECORATION,72,16/11/2011 09:59,0.39,17549,United Kingdom,28.08,11,2011,No
541827,22271,FELTCRAFT DOLL ROSIE,1,21/01/2011 17:05,5.79,Unknown,United Kingdom,5.79,1,2011,No
553476,22485,SET OF 2 WOODEN MARKET CRATES,2,17/05/2011 11:41,12.75,14221,United Kingdom,25.5,5,2011,No
570690,21471,STRAWBERRY RAFFIA FOOD COVER,2,11/10/2011 16:37,3.29,Unknown,United Kingdom,6.58,10,2011,No
559552,22437,SET OF 9 BLACK SKULL BALLOONS,3,10/07/2011 16:29,0.85,16014,United Kingdom,2.55,7,2011,No
562173,21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,03/08/2011 12:12,2.95,14530,United Kingdom,2.95,8,2011,No
542678,21867,PINK UNION JACK  LUGGAGE TAG,2,31/01/2011 12:21,1.25,14688,United Kingdom,2.5,1,2011,No
552520,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,09/05/2011 16:34,1.25,Unknown,United Kingdom,2.5,5,2011,No
574336,21055,TOOL BOX SOFT TOY ,4,04/11/2011 09:52,8.95,12397,Belgium,35.8,11,2011,No
574677,23367,SET 12 COLOUR PENCILS SPACEBOY ,3,06/11/2011 12:32,0.65,16445,United Kingdom,1.95,11,2011,No
571284,20685,DOORMAT RED RETROSPOT,2,16/10/2011 14:07,8.25,14562,United Kingdom,16.5,10,2011,No
575647,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,10,10/11/2011 14:16,2.95,16440,United Kingdom,29.5,11,2011,No
580612,22669,RED BABY BUNTING ,4,05/12/2011 11:58,5.79,Unknown,United Kingdom,23.16,12,2011,No
562517,22898,CHILDRENS APRON APPLES DESIGN,1,05/08/2011 12:27,1.95,15719,United Kingdom,1.95,8,2011,No
575964,22155,STAR DECORATION RUSTIC,1,13/11/2011 12:31,0.42,15021,United Kingdom,0.42,11,2011,No
569372,22492,MINI PAINT SET VINTAGE ,4,03/10/2011 16:04,1.63,Unknown,United Kingdom,6.52,10,2011,No
570640,20719,WOODLAND CHARLOTTE BAG,10,11/10/2011 12:38,0.85,12474,Germany,8.5,10,2011,No
562955,22766,PHOTO FRAME CORNICE,1,11/08/2011 10:14,5.79,Unknown,United Kingdom,5.79,8,2011,No
538053,79190A,RETRO PLASTIC 70'S TRAY,15,09/12/2010 13:34,0.42,15856,United Kingdom,6.3,12,2010,No
551412,20914,SET/5 RED RETROSPOT LID GLASS BOWLS,2,28/04/2011 13:31,2.95,15508,United Kingdom,5.9,4,2011,No
554160,35653,VINTAGE BEAD NOTEBOOK,1,23/05/2011 11:49,2.95,17841,United Kingdom,2.95,5,2011,No
552817,22423,REGENCY CAKESTAND 3 TIER,2,11/05/2011 12:47,12.75,13136,United Kingdom,25.5,5,2011,No
579534,84978,HANGING HEART JAR T-LIGHT HOLDER,36,30/11/2011 09:33,1.06,13784,United Kingdom,38.16,11,2011,No
572295,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,3,23/10/2011 13:49,2.55,16686,United Kingdom,7.65,10,2011,No
575840,23571,TRADITIONAL NAUGHTS & CROSSES,24,11/11/2011 11:56,1.65,13137,United Kingdom,39.6,11,2011,No
571212,23273,HEART T-LIGHT HOLDER WILLIE WINKIE,3,14/10/2011 12:53,1.65,12856,United Kingdom,4.95,10,2011,No
538999,85141,JARDIN ETCHED GLASS FRUITBOWL,2,15/12/2010 12:09,10.75,16003,United Kingdom,21.5,12,2010,No
558774,23207,LUNCH BAG ALPHABET DESIGN,1,04/07/2011 10:17,4.13,Unknown,United Kingdom,4.13,7,2011,No
576198,23352,ROLL WRAP 50'S RED CHRISTMAS ,12,14/11/2011 12:12,1.25,17538,United Kingdom,15,11,2011,No
540364,21481,FAWN BLUE HOT WATER BOTTLE,1,06/01/2011 16:03,2.95,14505,United Kingdom,2.95,1,2011,No
564734,47559B,TEA TIME OVEN GLOVE,3,28/08/2011 13:32,1.25,12484,Spain,3.75,8,2011,No
